id,CI
"[358812810, 453720864, 453720865, 453720866, 876471587, 453720868, 453720867, 453720870, 453720871, 453720872, 453720873, 328943283, 453713974, 453713975, 453713976, 453713977, 453713979, 453713980, 453713981, 453713983, 453713986, 453713987, 453713994,",0.5208691499522445
"[837411016, 154400177, 837411017, 837411014]",0.4792418772563176
156763635,0.642078488372093
"[156966555, 156966550]",0.8823383084577114
"[830004058, 28504086]",0.7583333333333333
708699235,0.473611111111111
160519025,0.2375
210294503,0.7468050065876153
168739170,0.495
"[722562851, 624315667, 90098165, 624315670, 156513274, 877350235, 624315645, 624315646]",0.2553846153846154
589699591,0.4421532846715328
155900618,0.4652542372881355
230331271,0.6028808593749999
835519413,0.536969696969697
"[211040161, 113139330, 124937406]",0.7574539363484087
453692574,0.730421686746988
"[179101348, 179101352, 179101353, 835519370, 835519371]",0.7550000000000001
"[830801776, 199487459, 140484016, 140484015]",0.6546249999999999
"[89413960, 89413969]",0.46875
98284899,0.4814285714285714
95945434,0.4494623655913978
119106138,0.2083333333333333
89413976,0.5889204545454545
"[28504377, 25744948, 457146694, 457146695]",0.6738425925925927
230335371,0.553611111111111
140392318,0.3703703703703703
"[626568277, 675624445, 626568278]",0.4824074074074074
452046129,0.8070833333333334
198975441,0.4765
"[884165268, 884165269, 210884222]",0.5446428571428571
25745236,0.41875
207659139,0.4416666666666666
626789159,0.5118055555555555
"[874481874, 874481875, 406005638]",0.5547197640117995
283449197,0.6605542452830189
185077939,0.5754807692307693
"[765861913, 156985383, 156261405, 706549351]",0.8241203703703704
221613633,0.4803571428571428
"[641454065, 29791076]",0.4782894736842104
154773969,0.7979247104247105
"[461810049, 747482515]",0.6635714285714285
"[627684169, 627684170, 305662053]",0.4453333333333333
"[697975601, 594473930, 594473931]",0.7299549549549551
156924981,0.7881249999999999
"[869051616, 207371330, 869051587, 869051588, 869051615]",0.5467391304347826
"[249673921, 380834170, 380834163, 249673923]",0.4230555555555556
"[715335136, 119458098]",0.2846153846153846
"[32024681, 32024675, 32007295]",0.5864000000000001
"[236770832, 719084457, 33058798, 301188263]",0.8060897435897436
"[116385624, 177147723, 116385628]",0.7872807017543859
456381861,0.7993859649122806
82246849,0.4432081807081807
"[710690336, 710690337, 710690338, 710690339, 113135397, 123043213, 694427565, 123043214, 710030736, 113135473, 824456409, 710030683]",0.4355188679245284
"[783979139, 783979140, 753924438]",0.6259698275862068
531940938,0.6261904761904761
"[697546484, 185073876, 697546485, 183837423]",0.538235294117647
"[720341808, 443159491, 443159501, 443159478]",0.6521739130434783
"[636806016, 29977070, 691133424]",0.6469126506024097
"[626813058, 199487461, 751498085, 199487466, 626813067, 626813070, 626813055]",0.6546610169491525
183769824,0.4208193041526374
336749854,0.7598778433024431
"[124937432, 834187017, 211040159]",0.8619120654396728
453632988,0.6737500000000001
33058673,0.8522727272727273
154773954,0.5471774193548387
816728782,0.4332236842105262
33069215,0.7625000000000001
"[207453235, 752147012, 207453236]",0.6221153846153846
156682082,0.75325
342774501,0.4876344086021506
"[135050696, 481978377, 135050694]",0.5129385964912281
"[25715081, 25715011, 25714953]",0.5533018867924528
659312601,0.6300925925925925
210884250,0.5125000000000001
300825133,0.4536016949152542
185077956,0.2147058823529412
174466205,0.6388297872340427
"[872821836, 872821837, 156763859, 55800501, 185120444]",0.1716981132075472
"[32045283, 720474556, 720474555]",0.6966666666666667
"[452045739, 452179357, 749981039]",0.7382686084142395
"[465605802, 300803460]",0.6603940217391304
210884357,0.7258953168044077
"[121040705, 185120441, 789771674, 121040716]",0.4322727272727272
"[89413976, 89413971, 89413957]",0.6586647727272728
"[28495312, 28495313, 456787054]",0.4636904761904762
633157138,0.4890624999999999
462463540,0.8213037634408602
751455690,0.5023648648648649
"[249681382, 633158340, 615439950]",0.3303082191780822
"[150890434, 300803444]",0.7274038461538462
"[89964096, 28492898, 28493860, 89964069, 28492905, 89957519, 28492895]",0.6673835125448029
254859386,0.2742063492063492
"[623643872, 623643874, 694327819, 707456909, 850331060, 850331061, 682472281, 200592895]",0.5868055555555556
690359899,0.6528846153846154
185120448,0.371501272264631
"[96331224, 96331521, 96331519]",0.1738993710691823
"[156644643, 53512818, 156646195, 92246610, 443159419]",0.461558538404176
"[25972392, 850756266, 481759811]",0.5613636363636363
"[820384752, 98608716, 98608302]",0.2402777777777777
"[642038946, 642038947, 320565449, 320565451, 148694269]",0.3619791666666667
"[155339972, 622926469, 140679909, 622926470, 750996765]",0.260062893081761
484851598,0.9551995798319328
"[746408856, 746408858, 833551348]",0.5870104438642298
25744948,0.7574953445065177
32099604,0.6746212121212122
"[827876992, 827876993, 364700051]",0.5071875
"[629358077, 40263757, 686006662]",0.6139423076923077
156591215,0.4998263888888888
364700038,0.4809523809523809
121040698,0.3495833333333333
"[28493697, 59399266, 224398980, 28493605, 28493606, 456921158, 28493565, 28493610, 28493611, 28493711, 54520727, 28493629, 28493598, 28493631]",0.6332547169811321
199487466,0.6698717948717948
"[624346614, 624306781, 624306782]",0.3538461538461538
"[695578274, 696914153, 623294156, 623294157, 594852302, 548933167, 594852304, 697975603]",0.6307584269662921
"[891806216, 882661321, 882661324, 882661325, 882661326, 882661327, 882661328, 882661329, 882661330, 882661331, 882661332, 882661333, 891806224]",0.5821563088512242
"[597242048, 597242049, 694363953]",0.5280303030303031
"[153751432, 183835337, 153751430]",0.7552777777777777
"[119056002, 627097479, 627097480, 119066281, 119066284, 398753682, 627658103, 627658104]",0.5318181818181817
"[377358378, 623241532, 623241533, 750669462]",0.402469135802469
710616507,0.4409722222222221
385152838,0.4378125
746408891,0.6155555555555555
"[159384168, 688547310]",0.5333333333333333
168739112,0.5757575757575758
"[463791872, 157319681, 832948770, 754824716, 872380813, 462532630, 242165655, 242165657, 463791871]",0.7196581196581198
25747557,0.6625000000000001
185073921,0.1883116883116883
"[675624944, 359412114, 359412107, 359412117]",0.4272321428571429
"[626124224, 626124225, 164138770]",0.2947619047619048
450150262,0.5491830065359478
154400174,0.5316239316239317
150571822,0.6831424936386769
669671933,0.5442934782608696
"[89413936, 89413953, 89413935]",0.5776785714285714
185059761,0.681
41912415,0.1156249999999999
168739071,0.5421296296296296
"[139059211, 628487310, 628487311]",0.2715447154471544
"[154579633, 627064849, 29995891, 627064852, 29995861, 29995862, 154579644]",0.3471910112359551
"[626131544, 199907392, 626131540, 199907614]",0.1051282051282051
"[468965385, 468965387, 468965389, 468965391, 468965393, 465372192, 465370153, 465370154, 465370155, 465370156, 465370157, 465370158, 25933502, 465370947, 25933535, 470977649, 470977652, 470977653, 470977654, 470977657, 470977658, 470977660]",0.6126388888888888
709146664,0.4916666666666666
"[175282264, 621362030, 621362031]",0.5473101265822784
"[96697111, 96696990, 96697118]",0.3589743589743589
"[81824633, 219602449, 81824085]",0.0178571428571428
747478915,0.5742283950617284
557196002,0.6455479452054794
210884253,0.1953703703703703
"[185108525, 457160975]",0.5640625
"[708699235, 283449197]",0.7042613636363636
"[837929384, 682628665]",0.5051282051282051
"[124874072, 876425349]",0.6810126582278482
"[57380048, 57380042, 55455292]",0.3744565217391304
124874071,0.5439189189189189
156365723,0.4274390243902439
89199053,0.5083333333333334
"[55080208, 198801996]",0.5536458333333333
"[637093290, 636806014, 636806015]",0.4110576923076923
"[320273820, 119064591]",0.651219512195122
"[159520355, 159520559]",0.5141666666666667
"[32093713, 32093610]",0.6267361111111112
450241099,0.175
"[206846595, 206846596, 25787613, 221227406]",0.4999999999999999
"[28505144, 312217345, 28505140, 28504205]",0.6680555555555556
140393115,0.3788888888888889
"[200203712, 43291521, 704143130]",0.0296296296296296
30046784,0.6677370030581041
"[156261400, 824816458]",0.6607954545454545
"[882661322, 882661323, 882661326]",0.5602836879432624
391100065,0.4803030303030304
94938281,0.9622764227642276
153265299,0.5199675324675324
"[300835624, 28519087]",0.6132947976878612
680475729,0.6027027027027028
396462957,0.7625
"[877367760, 139059209, 877367759]",0.4972222222222223
"[623294154, 623294155, 286483380]",0.688768115942029
157690692,0.4764957264957264
320273823,0.2268518518518519
"[119476499, 119476500]",0.5093749999999999
"[157801905, 32096507]",0.4710820895522388
"[28505214, 28505358]",0.4830357142857142
96332228,0.27
659313262,0.7945205479452055
300803504,0.5827777777777778
224699897,0.82
"[185073880, 443159425, 443159436]",0.548549723756906
"[835519368, 835519369, 179101350]",0.3127777777777778
"[369892576, 835519346, 369892582]",0.5467171717171716
"[33069608, 300803506]",0.496875
531946780,0.4974999999999999
"[11820660, 138435073, 28519369]",0.5438131313131312
"[445301472, 445301468, 445301469]",0.426
157800026,0.5346153846153846
"[686756263, 139497135, 139500566, 685792059, 685790780]",0.534375
"[32044336, 467429565]",0.7614427860696518
"[39947293, 90534375]",0.928053435114504
688837565,0.5676546391752578
141600759,0.7018888888888889
199487459,0.7253424657534246
"[157690721, 185562809, 300825119]",0.6735294117647058
453635648,0.7616666666666666
"[155900753, 81910567, 81896255]",0.2932692307692307
364700042,0.3916666666666666
"[624586883, 694303492, 624586884, 693632003, 637068937, 627935633, 637023123, 637023124, 153207318, 154368535, 154368540, 637019293, 154368552, 154368553, 629399979, 94367288, 387067587, 387067588, 637718103, 629346904, 629346905, 637718106, 637718104, 1",0.6044569993722536
89582784,0.6135416666666667
783979140,0.551875
300825129,0.6716442953020133
"[824816454, 300825126]",0.6445833333333333
398742636,0.6047413793103449
154400170,0.45890625
"[139059203, 877367757, 628487311]",0.33
589666312,0.4798076923076924
453680009,0.6686068702290077
691133425,0.5178921568627451
"[156985387, 783233269, 783233270, 783233271, 783233272]",0.7195512820512819
"[135050696, 135050697, 691863406]",0.5738556338028169
108606426,0.285
"[623688258, 153714067]",0.3057971014492753
"[824816481, 824816482, 824816465, 763159026, 261504157]",0.5195945945945947
617570503,0.1586538461538461
32081648,0.3967181467181467
856200926,0.477323717948718
236051658,0.6958333333333333
"[480611701, 28504340, 28504341]",0.4845833333333333
121040717,0.5401595744680852
"[90613503, 90612299, 59597917, 456787055]",0.472037037037037
751454884,0.7030973451327432
"[840238548, 840238550, 249681382, 90423215]",0.3493650793650794
89202321,0.3071428571428571
153751404,0.6946700507614212
210884222,0.4034722222222222
"[175803649, 176797419, 28510028, 176797421]",0.598780487804878
377691430,0.46231884057971
"[25292712, 384498040]",0.353063725490196
430635661,0.7102401129943503
"[154579594, 154579568, 859171325, 859171326, 154579583]",0.4881711409395974
"[140486884, 709146660]",0.6596153846153846
"[456381813, 456381814]",0.5777777777777777
859536291,0.1833333333333333
"[198801990, 97698599, 29994292, 150573909, 97698550, 143769789]",0.7597222222222222
53574147,0.5633333333333334
"[749195392, 749195393, 752117576, 749195389, 752119254, 752118231, 767426870, 749195386, 749195387, 749195388, 763278589]",0.5617424242424243
"[121040714, 121040717, 121040710]",0.3975000000000001
"[626813061, 751498087, 626813064, 199487463, 199487468, 626813073, 626813076]",0.6858695652173914
"[38000168, 300835626, 708176243, 708176244]",0.5800813008130081
627719808,0.4049019607843137
"[32049343, 32081441, 32081375]",0.3973958333333333
"[626338968, 626338971, 124884908, 151682703]",0.5669642857142857
"[121040712, 121040715, 121040703]",0.5392543859649124
"[322305601, 322305604, 623282537, 623282538, 623282543, 623282544, 682333811]",0.2077702702702702
230328224,0.7836829836829836
"[153751434, 153751438, 105219454]",0.7150862068965518
750025381,0.6381944444444445
207659125,0.3641025641025641
820384746,0.1991124260355029
320565451,0.3797619047619047
"[622657676, 218340793, 853617594, 853617593, 893212894, 893212895]",0.3170175438596491
140679711,0.1716666666666667
"[531942480, 198975464]",0.7651785714285716
563967877,0.5857294994675186
"[33082963, 33082791]",0.4750000000000001
"[820384748, 820384750]",0.5512820512820513
"[159427504, 159427500]",0.7256410256410255
"[753924425, 630810729, 630810730, 753924426, 144017075, 753924438, 624300446]",0.6531437125748503
210657653,0.6407849829351536
"[746408864, 684501845, 684501846, 713034423, 713034424]",0.6552586206896552
"[851497547, 157787699]",0.6790625
194876301,0.6883333333333334
"[696914153, 819326907]",0.4372549019607843
154928970,0.5151315789473684
"[324162411, 750669461]",0.4676190476190477
385152840,0.6185869565217391
"[746408865, 713034421, 746408863]",0.5690828402366864
308897736,0.6267857142857143
"[878115204, 878115205, 889995977, 889995978, 154400185]",0.5261904761904762
"[32511200, 32511188, 32511183]",0.4189814814814815
"[254859386, 837411134, 837411135]",0.4089887640449439
32008424,0.4458333333333333
185005146,0.1728395061728395
40263750,0.6303308823529412
"[463831501, 463831502, 169343054, 463831504, 463831503, 25745467, 157690716]",0.654296875
210099468,0.1611111111111111
155900623,0.6497967479674797
154400173,0.4947115384615385
13862361,0.7219068413391557
"[361410243, 89413966, 89413975]",0.5075471698113208
"[874542555, 874542558, 874542559]",0.5331896551724138
"[846337435, 846337436, 837411142]",0.1932624113475177
150573915,0.4847727272727272
"[628487308, 628487309, 139066407]",0.3404040404040404
"[466613386, 466613388, 466613389, 466613390, 466613391, 466613392, 466612513, 466612514, 466612515, 466612516, 466612517, 466612518, 466612519, 466612520, 454190244, 454190250, 156261456, 454186193, 454186197, 454186200, 454186203, 454186206, 454186209,",0.5395576131687243
"[25744743, 705020371, 705020372, 752290645, 210643766]",0.5211538461538461
"[199907426, 199907427, 199907399, 199907400, 199907407, 199907408, 626131535, 199907411, 199907413, 199907421]",0.1670454545454545
821785867,0.1666666666666666
"[628714736, 628714737, 686005947]",0.5864583333333333
"[230328209, 621104164, 621104165]",0.6552631578947368
"[683286417, 95943034]",0.2333333333333333
"[825786361, 154774001]",0.651950354609929
"[755407153, 81824090, 755407156]",0.0958333333333333
"[28504011, 28504051]",0.7297619047619047
"[837929384, 156591231]",0.4526785714285714
"[626569219, 864207001, 626569218, 124874067]",0.6332608695652174
"[168739080, 230328189]",0.5912909836065574
530032471,0.4102941176470588
753173500,0.4939393939393939
185301800,0.5911003236245955
150571851,0.4878865979381444
"[626358506, 626358507, 199907614]",0.3274509803921568
"[25715384, 32041202]",0.6547619047619048
"[623966119, 623966120, 623966121, 623966122, 624292143, 624292144, 157800017]",0.4060283687943263
146614767,0.3806818181818182
308897730,0.96268115942029
"[25044880, 156966537, 156966524]",0.5827380952380954
"[198801995, 198801998, 198801999]",0.5678571428571428
675628641,0.5681372549019607
185077925,0.6082983193277312
156591233,0.5426829268292683
"[619173984, 29791076, 619173983]",0.4632499999999999
462703099,0.7612244897959183
152822807,0.5875
"[385151108, 869051615]",0.35
"[320273824, 119458093, 119458094]",0.2009999999999999
"[119476428, 876022686, 876022687]",0.6009765625
"[97097218, 856311790, 856311791]",0.2765027322404371
28519088,0.7364583333333333
28505143,0.617361111111111
"[749982843, 710591527]",0.5947826086956521
"[183837421, 32007221]",0.6916666666666667
"[456381856, 456381853]",0.5108333333333334
"[623024091, 623024086]",0.9815018315018312
230335373,0.5381529850746267
"[808017409, 153751421, 808017406]",0.3775
"[845910066, 845910067, 185563491]",0.5175925925925926
"[887397317, 622273414, 622273415, 622273416, 622273417, 622273422, 622273423, 622273424]",0.4361635220125784
"[847932522, 847932523, 531946783]",0.5813829787234043
"[589741708, 156672783, 754450759]",0.4265625
185120446,0.3946300715990454
"[150283745, 154579563, 154579590]",0.5086084905660377
657769779,0.5969696969696969
"[494624940, 320442229, 494624951]",0.527536231884058
"[830801745, 199907393, 830801746]",0.2854166666666666
"[39953658, 39953659, 32012802, 210294503]",0.742063492063492
"[617570498, 185077907, 617570503]",0.2644230769230768
864967865,0.530128205128205
"[97698593, 97698658, 97698611]",0.7541666666666667
150571821,0.7674398625429553
157780868,0.7302884615384614
457175916,0.613
186663686,0.4210227272727273
"[30046475, 154773964, 199388246]",0.453804347826087
"[185007808, 150890452, 850808763, 850808764]",0.7444827586206896
"[751457817, 689066116, 450150262, 837411007]",0.7036874999999999
753924436,0.7429761904761905
"[644307640, 833123829, 833123832]",0.5812499999999999
"[153225684, 820370996]",0.5439772727272728
837410993,0.3033333333333333
"[28152579, 312868911]",0.1181818181818181
"[691133425, 29977073, 636806015]",0.5580681818181817
25292913,0.7833333333333334
230328209,0.6101190476190477
877770324,0.57109375
"[824816466, 824816467]",0.3729166666666666
159418734,0.2576612903225806
25620469,0.48875
156422775,0.6633620689655172
185077897,0.635
"[237444727, 456381844, 237444742, 90613503]",0.5188888888888888
"[253221912, 173177773, 253221910]",0.365625
138227584,0.5443345323741007
"[837411139, 837411143]",0.4850877192982456
"[443159458, 156763853, 443159453]",0.4888888888888889
"[156936803, 156936805, 32046587, 782177340, 782177341]",0.7133928571428572
183832766,0.5902644230769231
175803650,0.6879032258064516
32045182,0.6791666666666667
"[430635661, 430635679]",0.9152426160337552
"[140486617, 199487486, 140486622]",0.4425
"[456381828, 456381821]",0.4666666666666666
"[322305585, 322305581]",0.5358108108108108
"[53857702, 156646194, 55455284, 156646196, 156591159, 55455288, 55455291]",0.3446236559139785
"[121040715, 121040707, 121040717]",0.3631756756756757
"[675580126, 94059447]",0.2943452380952381
"[347899940, 153265333, 877782415]",0.4886363636363636
804076072,0.5061728395061729
25715083,0.7857323232323232
753176578,0.68359375
124884908,0.5473809523809524
176797426,0.5083333333333333
"[322305578, 322305590]",0.1391666666666667
336731695,0.8330339321357286
96331223,0.5927672955974842
253221907,0.5714622641509435
"[201886114, 658009237]",0.674561403508772
"[90583372, 31020558]",0.709212962962963
627971125,0.3673913043478261
"[157690700, 156829759]",0.5090277777777779
"[377358380, 140679909]",0.5579365079365081
82096960,0.4926906779661017
"[820384761, 820384762, 820384748, 858046575]",0.6038461538461538
684501844,0.3224999999999999
"[845608064, 159378395, 845608062, 845608063]",0.7039473684210527
713034421,0.4487612612612612
"[324172000, 359405850]",0.5793333333333333
629358068,0.6394736842105263
750669465,0.3282485875706215
254859383,0.2370192307692307
"[846320595, 309100309]",0.7332386363636363
"[184854729, 174466203, 174466204]",0.497337962962963
"[25701384, 628233650]",0.65625
210884223,0.6961576846307385
"[32046481, 32046626, 32050020]",0.5303571428571427
"[185005146, 207746973]",0.3677350427350427
723979141,0.861890243902439
"[123951459, 463826061, 463826062, 463826063, 666811696, 463826064, 659494106]",0.6431250000000001
"[836466758, 835519350, 835519351, 835519357, 835519358]",0.3262820512820513
"[201886121, 210099468, 626568270]",0.4445454545454546
840238599,0.1652777777777777
751457815,0.6654761904761904
"[153265256, 153265290, 874542558]",0.3203125
658675886,0.5493421052631579
"[157787693, 837411141, 837411142]",0.1774193548387097
"[140794241, 140659269, 140794239]",0.0388888888888888
"[25053633, 824116553, 824116556, 824116557, 157373201, 25053555]",0.5256944444444445
175807251,0.6444444444444445
"[222370330, 222370335, 142580519]",0.5756868131868133
"[29797722, 201815133, 201815135]",0.4505952380952381
"[159520378, 159520460]",0.3785714285714285
157800030,0.5941666666666666
"[98286826, 98283778, 98284899]",0.259375
199907614,0.1455555555555555
"[89413976, 89413969]",0.5947420634920635
140673290,0.3724431818181818
"[158646864, 158646874, 156725005]",0.5317829457364341
"[25053626, 824116559]",0.71875
"[185007810, 750025380]",0.2569444444444444
"[320273824, 627097477, 627097478]",0.172463768115942
"[198975544, 198975427, 156261332]",0.1336158192090395
"[626075910, 626075911, 156420652, 723512206, 723512207, 156420657]",0.5531307550644566
"[835280912, 154773950]",0.7518925518925519
"[641422950, 641422951, 641405357, 783979152, 154400184]",0.762323943661972
619173983,0.408567415730337
"[32012593, 32012589]",0.7418269230769231
139059211,0.3185185185185186
"[658015174, 623032775, 623032774, 623362188, 623362191, 675188083, 708171765, 140395066]",0.465631469979296
210736409,0.2061458333333333
97097218,0.2166666666666666
834961587,0.2759999999999999
710591527,0.7073076923076923
"[150890434, 624962642, 624962643]",0.4883928571428572
"[658337347, 201886131, 623024085]",0.7318627450980392
"[751483179, 177961596]",0.9065095846645366
"[300803504, 586156203, 586156200]",0.541796875
119057892,0.6460734463276835
"[700250377, 478809278]",0.7930555555555556
"[18813521, 159520429, 32008077]",0.4285
"[156763621, 178872838, 178872855, 156763641, 156763647]",0.2229166666666667
622540258,0.4034188034188034
33058578,0.5080357142857143
300803461,0.6727272727272727
"[451111242, 624995292, 451111244]",0.7443548387096776
"[626568264, 657769779, 626568263]",0.4960992907801418
453874739,0.7354166666666667
697153790,0.4513888888888889
"[73653993, 96660642, 224697517, 96660637]",0.7781718569780853
"[685361105, 27768954, 156966565, 156966559]",0.8705555555555556
"[153751402, 153751427, 185363438]",0.6114197530864198
"[258891484, 616844011, 616844012, 168739087]",0.6271875
"[199388248, 198975466, 198975454]",0.4714120370370371
156985378,0.5319444444444444
300803497,0.8325757575757576
"[186663681, 141598669, 186663686]",0.5332317073170733
198975508,0.7
806664808,0.7025
154579556,0.4323717948717949
"[820371000, 825786432]",0.5012731481481482
185073914,0.42109375
139059209,0.3666666666666667
25707668,0.487719298245614
176753972,0.6895833333333333
"[156924987, 25744948]",0.5181818181818182
874590895,0.784047619047619
"[369892577, 156763618, 369892574, 156763622]",0.7120481927710843
"[236695818, 845282214, 845282215]",0.5781976744186046
157787708,0.1333333333333333
844973021,0.1620689655172413
453706744,0.6683333333333333
"[847841803, 847842459, 847841804, 820370997]",0.5381481481481482
"[864908000, 864908001, 548957252, 630810538, 697979338, 630810539, 210884267, 548933523]",0.4590196078431372
"[32046430, 699302086]",0.5711111111111111
856200927,0.65
438261668,0.2504273504273504
156656493,0.8145833333333333
"[390787778, 97538557, 156591215]",0.5645833333333332
683295913,0.428125
159378391,0.6645833333333333
"[835519361, 835519362, 658649765, 464847365, 464847367, 185077898, 880691511]",0.6552672955974843
"[153265345, 877782416, 877782417, 892910872, 153265337]",0.4193749999999999
851497544,0.6284013605442177
747478914,0.6310344827586207
438261669,0.3190860215053763
"[364700054, 119470332, 675660358]",0.1739583333333333
"[324162428, 322305603, 322305604]",0.18125
"[797870375, 797870376, 797870378, 185363444, 684537949]",0.7293604651162789
